repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score 
geronimp/enrichM,85,21,6,30,Python,,False,False,2016-11-24T11:09:59Z,2025-09-18T16:29:16Z,2025-09-18T23:59:48Z,34681,True,False,master,,,Toolbox for comparative genomics of MAGs,https://github.com/geronimp/enrichM,0,0,0.0,40,0,0.0014489153833416,0.0,0.0,0.0,0.962406015037594,1.0,0.0,bio,1.0,0.2465303845804277,enrichm,0.0,,,0.17257126920629937
davidemms/OrthoFinder,805,198,27,346,Python,GPL-3.0,False,False,2015-06-29T09:03:34Z,2025-10-28T12:02:09Z,2025-07-15T20:33:09Z,53789,True,False,master,gene-duplication;gene-trees;orthogroup;orthologs,https://davidemms.github.io/,Phylogenetic orthology inference for comparative genomics,https://github.com/davidemms/OrthoFinder,0,0,0.0,105,0,0.0312551746977976,0.0,0.0,0.0,0.9013157894736842,1.0,0.0,other,1.0,0.2463826138869279,orthofinder,0.0,,,0.1724678297208495
ygidtu/trackplot,97,11,3,3,Python,BSD-3-Clause,False,False,2022-04-27T08:03:16Z,2025-09-15T07:12:06Z,2025-09-15T07:12:03Z,184550,True,False,main,bioinformatics;genomics;python,https://trackplot.readthedocs.io/,"trackplot is a tool for visualizing various next-generation sequencing (NGS) data, including DNA-seq, RNA-seq, single-cell RNA-seq and full-length sequencing datasets.",https://github.com/ygidtu/trackplot,0,0,0.0,44,0,0.0019456863719158,0.0,0.0,0.0,0.9586466165413534,1.0,0.0,bio,1.0,0.2462537989285185,trackplot,0.0,,,0.17237765924996296
bcgsc/straglr,128,14,6,28,Python,NOASSERTION,False,False,2019-09-05T23:15:55Z,2025-10-12T01:08:58Z,2025-09-10T15:50:10Z,726,True,False,master,bioinformatics;genomics;long-reads;tandem-repeats,,Tandem repeat expansion detection or genotyping from long-read alignments,https://github.com/bcgsc/straglr,0,0,0.0,49,0,0.0032290114257327,0.0,0.0,0.0,0.9539473684210528,1.0,0.0,bio,1.0,0.2460405391272517,straglr,0.0,,,0.17222837738907618
bytedance/bamboo,125,23,4,6,Python,GPL-2.0,False,False,2024-04-22T12:30:10Z,2025-10-09T08:41:59Z,2025-05-08T00:19:19Z,1643,False,False,release_202404,research,,BAMBOO (Bytedance AI Molecular BOOster) is an AI-driven machine learning force field designed for precise and efficient electrolyte simulations.,https://github.com/bytedance/bamboo,0,0,0.0,174,0,0.0031048186785891,0.0,0.0,0.0,0.8364661654135338,1.0,0.0,ml,1.05,0.2459809592909248,bamboo,0.0,,,0.17218667150364736
anushka23g/Complete-Placement-Preparation,3897,1079,67,4,Python,,False,False,2020-12-25T09:58:19Z,2025-10-28T21:23:57Z,2025-07-30T14:13:52Z,2574,True,False,main,algorithms;algorithms-and-data-structures;amazon;aws;data-structures;datastructures;datastructures-algorithms;dream-company;dsa-for-free;faang;faang-interview;faang-preparation;google;interview;language;placement;placement-preparation;placement-preparation-portal;placements;technical-interviews,,This repository consists of all the material required for cracking the coding rounds and technical interviews during placements.,https://github.com/anushka23g/Complete-Placement-Preparation,0,0,0.0,91,0,0.1592564994204338,0.0,0.0,0.0,0.9144736842105264,1.0,0.0,material,0.9,0.2459688014746254,complete-placement-preparation,0.0,,,0.17217816103223776
aspuru-guzik-group/Tartarus,78,8,7,2,Python,,False,False,2022-01-05T16:46:25Z,2025-10-10T17:53:05Z,2025-05-11T18:20:07Z,57200,True,False,main,,https://arxiv.org/abs/2209.12487,A Benchmarking Platform for Realistic And Practical Inverse Molecular Design,https://github.com/aspuru-guzik-group/Tartarus,0,0,0.0,171,0,0.0011591323066732,0.0,0.0,0.0,0.8392857142857143,1.0,0.0,ml,1.05,0.2458684177844014,tartarus,0.0,,,0.17210789244908098
saezlab/liana-py,243,27,1,41,Python,BSD-3-Clause,False,False,2022-09-22T13:20:35Z,2025-10-23T20:34:39Z,2025-10-24T11:43:25Z,283661,True,False,main,cell-cell-communication;ligand-receptor;python;single-cell;single-cell-rna-seq;spatial;spatialomics,http://liana-py.readthedocs.io/,LIANA+: an all-in-one framework for cell-cell communication,https://github.com/saezlab/liana-py,0,0,0.0,5,0,0.0079897333995694,0.0,0.0,0.0,0.9953007518796992,0.8844,0.0,ml,1.05,0.245477422961278,liana-py,0.0,,,0.1718341960728946
nickjcroucher/gubbins,206,52,10,8,Python,GPL-2.0,False,False,2011-11-01T12:41:33Z,2025-10-27T15:18:17Z,2025-08-27T19:45:27Z,10337,True,True,master,bioinformatics;bioinformatics-pipeline;genomics;global-health;infectious-diseases;next-generation-sequencing;pathogen;research;sequencing,http://nickjcroucher.github.io/gubbins/,Rapid phylogenetic analysis of large samples of recombinant bacterial whole genome sequences using Gubbins,https://github.com/nickjcroucher/gubbins,0,0,0.0,62,0,0.0064580228514654,0.0,0.0,0.0,0.9417293233082706,1.0,0.0,bio,1.0,0.2454645369011201,gubbins,0.0,,,0.17182517583078408
epigen/atacseq_pipeline,91,2,2,3,Python,MIT,False,False,2021-03-22T12:53:47Z,2025-10-08T07:44:33Z,2025-09-03T17:33:46Z,48624,False,True,main,atac-seq;bash;bioinformatics;biomedical-data-science;ngs;pipeline;python;snakemake;workflow,https://epigen.github.io/atacseq_pipeline/,"Ultimate ATAC-seq Data Processing, Quantification and Annotation Snakemake Workflow and MrBiomics Module.",https://github.com/epigen/atacseq_pipeline,0,0,0.0,56,0,0.0016973008776287,0.0,0.0,0.0,0.9473684210526316,1.0,0.0,bio,1.0,0.2450763022807889,atacseq_pipeline,0.0,,,0.1715534115965522
pinellolab/DNA-Diffusion,416,54,11,7,Python,NOASSERTION,False,False,2022-09-15T15:35:12Z,2025-10-28T17:49:06Z,2025-10-08T06:31:17Z,120625,True,True,main,deep-learning;diffusion-models;diffusion-probabilistic-models;generative-model;genomics;regulatory-genomics;stable-diffusion,https://pinellolab.github.io/DNA-Diffusion/,🧬 Generative modeling of regulatory DNA sequences with diffusion probabilistic models 💨,https://github.com/pinellolab/DNA-Diffusion,0,0,0.0,21,0,0.0151515151515151,0.0,0.0,0.0,0.9802631578947368,0.96,0.0,bio,1.0,0.2450566188197767,dna-diffusion,0.0,,,0.1715396331738437
KennthShang/PhaBOX,79,6,3,26,Python,GPL-3.0,False,False,2022-09-27T03:26:52Z,2025-10-27T06:19:32Z,2025-10-19T06:35:43Z,22236,True,False,main,bacteriophage;bioinformatics;dna-virus;host-prediction;lifestyle;metagenomic-analysis;taxonomy;virus,https://phage.ee.cityu.edu.hk/,Local version of the virus identification and analysis web server (tool set),https://github.com/KennthShang/PhaBOX,0,0,0.0,10,0,0.0012005298890544,0.0,0.0,0.0,0.9906015037593984,0.97,0.0,bio,1.0,0.2448002563537507,phabox,0.0,,,0.17136017944762547
JLSteenwyk/PhyKIT,75,8,4,3,Python,MIT,False,False,2020-05-12T14:29:24Z,2025-09-25T15:36:49Z,2025-09-25T15:49:49Z,18415,True,True,master,bioinformatics;evolution;evolutionary-biology;genomics;multiple-sequence-alignments;phylogenetics;phylogenomics;python,https://jlsteenwyk.com/PhyKIT/,a UNIX shell toolkit for processing and analyzing multiple sequence alignments and phylogenies,https://github.com/JLSteenwyk/PhyKIT,0,0,0.0,34,0,0.0010349395595297,0.0,0.0,0.0,0.9680451127819548,0.9836,0.0,bio,1.0,0.2445514991901014,phykit,0.0,,,0.17118604943307097
OSU-NLP-Group/ScienceAgentBench,106,15,4,4,Python,MIT,False,False,2024-10-02T14:38:55Z,2025-10-18T07:24:30Z,2025-08-26T18:37:32Z,180210,False,True,main,ai4science;bioinformatics;chemoinformatics;code-generation;cognitive-neuroscience;geoscience;language-agent;large-language-models;task-automation,https://osu-nlp-group.github.io/ScienceAgentBench,[ICLR'25] ScienceAgentBench: Toward Rigorous Assessment of Language Agents for Data-Driven Scientific Discovery,https://github.com/OSU-NLP-Group/ScienceAgentBench,0,0,0.0,64,0,0.0023182646133465,0.0,0.0,0.0,0.9398496240601504,1.0,0.0,other,1.0,0.2444486153286843,scienceagentbench,0.0,,,0.171114030730079
BioinfoMachineLearning/DIPS-Plus,50,8,1,5,Python,GPL-3.0,False,False,2021-05-27T03:01:46Z,2025-08-29T18:39:32Z,2025-08-29T18:39:27Z,1515,True,False,main,bioinformatics;datasets;deep-learning;machine-learning;proteins,https://zenodo.org/record/5134732,The Enhanced Database of Interacting Protein Structures for Interface Prediction,https://github.com/BioinfoMachineLearning/DIPS-Plus,0,0,0.0,61,0,0.0,0.0,0.0,0.0,0.9426691729323308,1.0,0.0,bio,1.0,0.244266917293233,dips-plus,0.0,,,0.17098684210526308
Marcello-Sega/pytim,93,38,4,48,Python,GPL-3.0,False,False,2017-02-23T16:03:05Z,2025-10-01T08:44:22Z,2025-08-20T13:13:10Z,216719,True,True,master,charmm;data-analysis;gromacs;interfaces;interfacial-atoms;lammps;mdanalysis;mdtraj;molecular-dynamics;molecular-simulations;namd;openmm;python;sasa;scientific-computing;simulations;willard-chandler,https://marcello-sega.github.io/pytim/,a python package for the interfacial analysis of molecular simulations,https://github.com/Marcello-Sega/pytim,0,0,0.0,70,0,0.0017800960423911,0.0,0.0,0.0,0.9342105263157896,1.0,0.0,other,1.0,0.2437770718400571,pytim,0.0,,,0.17064395028803994
bjing2016/mdgen,176,26,1,4,Python,MIT,False,False,2024-09-19T14:13:27Z,2025-10-23T13:43:02Z,2025-04-05T14:47:35Z,1076,True,False,master,,,Generative modeling of molecular dynamics trajectories,https://github.com/bjing2016/mdgen,0,0,0.0,207,0,0.0052160953800298,0.0,0.0,0.0,0.8054511278195489,1.0,0.0,ml,1.05,0.2431677484508589,mdgen,0.0,,,0.1702174239156012
bacpop/PopPUNK,100,19,6,35,Python,Apache-2.0,False,False,2018-01-09T14:33:39Z,2025-08-11T16:24:48Z,2025-08-11T16:24:26Z,121209,False,True,master,bacteria;genomics;k-mer;population-genetics;sketching,https://poppunk-docs.bacpop.org/,PopPUNK 👨‍🎤 (POPulation Partitioning Using Nucleotide Kmers),https://github.com/bacpop/PopPUNK,0,0,0.0,79,0,0.0020698791190594,0.0,0.0,0.0,0.925751879699248,1.0,0.0,other,1.0,0.2429891637937367,poppunk,0.0,,,0.17009241465561567
yehonathanlitman/LightSwitch,55,4,3,0,Python,MIT,False,False,2025-07-30T21:25:32Z,2025-10-28T09:28:18Z,2025-08-13T01:58:29Z,22016,True,False,main,,,[ICCV 2025] LightSwitch: Multi-view Relighting with Material-guided Diffusion,https://github.com/yehonathanlitman/LightSwitch,0,0,,77,0,0.0002069879119059,0.0,0.0,0.0,0.9276315789473684,1.0,0.0,bio,1.0,0.242804555477118,lightswitch,0.0,,,0.1699631888339826
Adibvafa/CodonTransformer,184,29,7,12,Python,Apache-2.0,False,False,2024-05-24T19:09:21Z,2025-10-22T18:45:17Z,2025-07-27T22:53:10Z,21405,True,True,main,bioinformatics;biotechnology;codon;codon-optimization;codon-optimizer;computational-biology;deep-learning;gene-expression;machine-learning;synthetic-biology,https://adibvafa.github.io/CodonTransformer,"CodonTransformer (1M+ Downloads); The tool for codon optimization, optimizing DNA for protein expression",https://github.com/Adibvafa/CodonTransformer,0,0,0.0,93,0,0.0055472760390793,0.0,0.0,0.0,0.912593984962406,1.0,0.0,bio,1.0,0.2423688537040564,codontransformer,0.0,,,0.16965819759283945
scverse/pertpy,207,35,5,34,Python,MIT,False,False,2021-06-23T14:15:02Z,2025-10-28T02:21:50Z,2025-10-27T17:40:18Z,102039,True,False,main,perturbation;scverse;single-cell,https://pertpy.readthedocs.io/en/stable,Single-cell perturbation analysis,https://github.com/scverse/pertpy,0,0,0.0,2,0,0.0064994204338466,0.0,0.0,0.0,0.9981203007518796,0.8641599999999999,0.0,ml,1.05,0.2422727098700551,pertpy,0.0,,,0.16959089690903856
lucidrains/alphagenome,70,4,4,3,Python,MIT,False,False,2025-06-27T12:30:07Z,2025-10-21T08:22:03Z,2025-08-04T18:35:20Z,562,True,False,main,artificial-intelligence;attention-mechanisms;deep-learning;genomics;splicing;transformers,,"Implementation of AlphaGenome, Deepmind's updated genomic attention model",https://github.com/lucidrains/alphagenome,0,0,0.0,86,0,0.0008279516476237,0.0,0.0,0.0,0.9191729323308272,1.0,0.0,bio,1.0,0.2420828835626075,alphagenome,0.0,,,0.16945801849382522
epigen/genome_tracks,53,1,1,2,Python,MIT,False,False,2021-12-15T09:40:20Z,2025-10-08T07:44:27Z,2025-08-05T11:13:48Z,101,False,True,main,atac-seq;bioinformatics;biomedical-data-science;genome-browser;genome-track;genomic-regions;pipeline;python;rna-seq;scrna-seq;snakemake;visualization;workflow,https://epigen.github.io/genome_tracks/,"A Snakemake workflow and MrBiomics module for easy visualization of genome browser tracks of aligned BAM files (e.g., RNA-seq, ATAC-seq, scRNA-seq, ...) powered by the wrapper gtracks for the package pyGenomeTracks, and IGV-reports.",https://github.com/epigen/genome_tracks,0,0,0.0,85,0,0.0001241927471435,0.0,0.0,0.0,0.9201127819548872,1.0,0.0,bio,1.0,0.2420361167449174,genome_tracks,0.0,,,0.16942528172144217
giacomomarchioro/PyEnergyDiagrams,175,62,6,3,Python,MIT,False,False,2017-01-24T08:38:09Z,2025-10-15T13:12:57Z,2025-07-25T13:31:51Z,431,True,False,master,chemistry;diagrams;physics;plotting,,This is a simple script to plot energy profile diagrams using Python and matplotlib.,https://github.com/giacomomarchioro/PyEnergyDiagrams,0,0,0.0,96,0,0.0051746977976486,0.0,0.0,0.0,0.9097744360902256,1.0,0.0,other,1.0,0.2420123831685522,pyenergydiagrams,0.0,,,0.16940866821798653
brianhie/scanorama,292,51,5,16,Python,MIT,False,False,2018-07-19T14:43:41Z,2025-10-27T18:54:54Z,2025-07-14T14:53:34Z,237,True,False,master,,http://scanorama.csail.mit.edu,Panoramic stitching of single cell data,https://github.com/brianhie/scanorama,0,0,0.0,107,0,0.0100182149362477,0.0,0.0,0.0,0.8994360902255639,1.0,0.0,bio,1.0,0.2419472520098059,scanorama,0.0,,,0.16936307640686413
BigDataBiology/argNorm,59,7,3,4,Python,MIT,False,False,2022-05-25T13:29:37Z,2025-10-02T22:35:47Z,2025-07-30T00:40:16Z,15419,True,False,main,antibiotic-resistance;bioinformatics,,ARG normalization by mapping to the ARO ontology.,https://github.com/BigDataBiology/argNorm,0,0,0.0,91,0,0.0003725782414307,0.0,0.0,0.0,0.9144736842105264,1.0,0.0,bio,1.0,0.2415218840693387,argnorm,0.0,,,0.16906531884853707
materialsproject/pymatgen,1739,923,110,227,Python,NOASSERTION,False,False,2011-10-23T04:10:39Z,2025-10-28T20:15:26Z,2025-10-21T15:54:46Z,1105201,False,True,master,materials;materials-informatics;materials-science;python;science,https://pymatgen.org,Python Materials Genomics (pymatgen) is a robust materials analysis code that defines classes for structures and molecules with support for many electronic structure codes. It powers the Materials Project.,https://github.com/materialsproject/pymatgen,0,0,0.0,8,0,0.0699205166418281,0.0,0.0,0.0,0.9924812030075189,0.94,0.0,chem,0.95,0.2415206124476616,pymatgen,0.0,,,0.1690644287133631
duartegroup/mlp-train,54,19,2,26,Python,MIT,False,False,2021-10-20T12:21:01Z,2025-09-18T15:07:56Z,2025-09-17T08:25:10Z,17181,True,False,main,,,MLP training for molecular systems,https://github.com/duartegroup/mlp-train,0,0,0.0,42,0,0.0001655903295247,0.0,0.0,0.0,0.9605263157894736,0.89,0.0,ml,1.05,0.2410650371270949,mlp-train,0.0,,,0.16874552598896642
Tencent-Hunyuan/Hunyuan3D-2.1,2325,306,26,124,Python,NOASSERTION,False,False,2025-06-13T15:45:50Z,2025-10-29T05:31:09Z,2025-10-17T10:10:07Z,152296,False,False,main,3d;3d-aigc;3d-generation;hunyuan3d;image-to-3d;shape;shape-generation;text-to-3d;texture-genertaion,https://3d.hunyuan.tencent.com/,From Images to High-Fidelity 3D Assets with Production-Ready PBR Material,https://github.com/Tencent-Hunyuan/Hunyuan3D-2.1,0,0,0.0,12,0,0.0941794999172048,0.0,0.0,0.0,0.9887218045112782,1.0,0.0,material,0.9,0.2409372723911119,hunyuan3d-2.1,0.0,,,0.16865609067377832
MolSSI/cookiecutter-cms,440,91,24,30,Python,MIT,False,False,2018-03-15T14:52:43Z,2025-10-28T21:28:16Z,2025-10-27T01:23:34Z,358,True,False,main,computational-chemistry;conda-environment;conda-forge;cookiecutter;github-actions;molecular-sciences;pytest;python-packages,,Python-centric Cookiecutter for Molecular Computational Chemistry Packages,https://github.com/MolSSI/cookiecutter-cms,0,0,0.0,2,0,0.0161450571286636,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,chem,0.95,0.2403889894258746,cookiecutter-cms,0.0,,,0.16827229259811222
multimeric/Unipressed,52,6,3,18,Python,MIT,False,False,2022-07-16T15:34:03Z,2025-10-13T01:53:53Z,2025-10-06T12:55:24Z,1524,True,True,master,api-client;bioinformatics;python;uniprot;uniprotkb,https://multimeric.github.io/Unipressed/,Comprehensive Python client for the Uniprot REST API,https://github.com/multimeric/Unipressed,0,0,0.0,23,0,8.279516476237788e-05,0.0,0.0,0.0,0.9783834586466166,0.95,0.0,bio,1.0,0.2403549048976141,unipressed,0.0,,,0.16824843342832987
theislab/DRVI,55,5,1,10,Python,BSD-3-Clause,False,False,2024-10-24T14:55:16Z,2025-10-23T15:16:37Z,2025-10-27T19:23:55Z,14686,False,False,main,anndata;bioinformatics;disentanglement;integration;python;single-cell;transcriptomics,https://drvi.readthedocs.io/,Unsupervised Deep Disentangled Representation of Single-Cell Omics,https://github.com/theislab/DRVI,0,0,0.0,1,0,0.0002069879119059,0.0,0.0,0.0,0.99906015037594,0.85624,0.0,ml,1.05,0.2398025832509739,drvi,0.0,,,0.16786180827568173
BradyAJohnston/MolecularNodes,1093,101,19,76,Python,GPL-3.0,False,False,2022-04-25T07:14:42Z,2025-10-28T12:57:31Z,2025-10-25T19:55:42Z,1188695,True,True,main,biochemistry;blender;blender-addon;geometry-nodes;molecular;molecular-dynamics;molecular-graphics;molecular-modeling;molecule;pdb;protein;protein-data-bank;protein-structure;protein-visualization;proteins;sciart;structural-biology;visualisation,https://bradyajohnston.github.io/MolecularNodes/,"Toolbox for molecular animations in Blender, powered by Geometry Nodes.",https://github.com/BradyAJohnston/MolecularNodes,0,0,0.0,3,0,0.04317767842358,0.0,0.0,0.0,0.9971804511278196,0.7999999999999999,0.0,ml,1.05,0.2397712598373728,molecularnodes,0.0,,,0.16783988188616095
wrf/genomeGTFtools,72,27,4,1,Python,,False,False,2015-04-02T09:19:23Z,2025-07-10T19:00:16Z,2025-07-10T19:00:13Z,4130,True,False,master,genome-annotation;genome-browsers;genomics;gff;jbrowse;visualization,,convert various features into a GFF-like file for use in genome browsers,https://github.com/wrf/genomeGTFtools,0,0,0.0,111,0,0.0009107468123861,0.0,0.0,0.0,0.8956766917293233,1.0,0.0,bio,1.0,0.2397498185354095,genomegtftools,0.0,,,0.16782487297478663
labomics/midas,59,9,1,1,Python,MIT,False,False,2024-01-10T09:04:07Z,2025-10-27T09:29:00Z,2025-08-28T04:22:43Z,83455,True,False,main,deep-generative-model;deep-learning;single-cell-data-integration;single-cell-multiomics,,PyTorch implementation of the MIDAS algorithm for single-cell multimodal data integration (Nature Biotechnology 2024).,https://github.com/labomics/midas,0,0,0.0,62,0,0.0003725782414307,0.0,0.0,0.0,0.9417293233082706,0.96904,0.0,bio,1.0,0.2396034479791132,midas,0.0,,,0.16772241358537923
CataAI/PoseX,52,2,2,1,Python,MIT,False,False,2025-04-24T05:37:25Z,2025-10-13T04:12:42Z,2025-07-08T10:48:44Z,2500,True,False,master,,,PoseX: A Molecular Docking Benchmark,https://github.com/CataAI/PoseX,0,0,0.0,113,0,8.279516476237788e-05,0.0,0.0,0.0,0.893796992481203,1.0,0.0,bio,1.0,0.2393962582810727,posex,0.0,,,0.16757738079675089
haddocking/prodigy,150,33,12,1,Python,Apache-2.0,False,False,2015-06-17T14:41:42Z,2025-10-24T12:02:23Z,2025-10-03T14:27:24Z,5748,False,False,main,binding-affinity;bioinformatics;python3;utrecht-university,https://wenmr.science.uu.nl/prodigy/,Predict the binding affinity of protein-protein complexes from structural data,https://github.com/haddocking/prodigy,0,0,0.0,26,0,0.0041397582381188,0.0,0.0,0.0,0.975563909774436,0.94,0.0,bio,1.0,0.2393843426250674,prodigy,0.0,,,0.16756903983754717
epigen/enrichment_analysis,70,3,1,9,Python,MIT,False,False,2021-06-16T14:38:00Z,2025-10-08T07:44:28Z,2025-09-24T15:48:10Z,1918,False,True,main,atac-seq;bioinformatics;biomedical-data-science;chip-seq;enrichment-analysis;gene-set-enrichment;gene-sets;genomic-regions;motif-enrichment-analysis;pipeline;rna-seq;snakemake;visualization;workflow,https://epigen.github.io/enrichment_analysis/,"A Snakemake workflow and MrBiomics module for performing genomic region set and gene set enrichment analyses using LOLA, GREAT, GSEApy, pycisTarget and RcisTarget.",https://github.com/epigen/enrichment_analysis,0,0,0.0,35,0,0.0008279516476237,0.0,0.0,0.0,0.9671052631578948,0.95,0.0,bio,1.0,0.2393761166453142,enrichment_analysis,0.0,,,0.16756328165171994
