full_name,html_url,description,language,stargazers_count,forks_count,open_issues_count,archived,topics,license,pushed_at,created_at,updated_at,default_branch
DyogenIBENS/Agora,https://github.com/DyogenIBENS/Agora,Algorithm For Gene Order Reconstruction in Ancestors,Python,77,16,11,False,ancestral-chromosomal-karyotype;ancestral-genome-reconstruction;bioinformatics;evolution,NOASSERTION,2025-08-16T08:10:02Z,2017-11-29T13:11:02Z,2025-08-21T13:35:52Z,master
AdaptInfer/Contextualized,https://github.com/AdaptInfer/Contextualized,"An SKLearn-style toolbox for estimating and analyzing models, distributions, and functions with context-specific parameters.",Python,76,13,38,False,bioinformatics;machine-learning;medical-informatics;statistics,GPL-3.0,2025-09-20T02:16:52Z,2021-08-03T20:29:06Z,2025-10-22T12:33:17Z,main
qiyunzhu/woltka,https://github.com/qiyunzhu/woltka,Woltka: a versatile meta'omic data classifier,Python,75,24,48,False,bioinformatics;metagenomics;microbiome,BSD-3-Clause,2025-09-08T15:38:05Z,2020-01-20T06:06:23Z,2025-09-09T08:59:53Z,main
r2dt-bio/R2DT,https://github.com/r2dt-bio/R2DT,"Visualise RNA secondary structure in consistent, reproducible and recognisable layouts",Python,75,12,60,False,bioinformatics;python3;rna;rna-secondary-structure;visualisation,Apache-2.0,2025-07-25T21:33:02Z,2018-08-14T13:30:44Z,2025-09-27T14:09:44Z,main
bcgsc/mavis,https://github.com/bcgsc/mavis,"Merging, Annotation, Validation, and Illustration of Structural variants",Python,75,14,33,False,bioinformatics;genomics;python;structural-variation;transcriptome;visualization,GPL-3.0,2023-08-22T21:49:33Z,2017-12-01T01:39:27Z,2025-03-21T22:24:14Z,master
JLSteenwyk/PhyKIT,https://github.com/JLSteenwyk/PhyKIT,a UNIX shell toolkit for processing and analyzing multiple sequence alignments and phylogenies,Python,75,8,3,False,bioinformatics;evolution;evolutionary-biology;genomics;multiple-sequence-alignments;phylogenetics;phylogenomics;python,MIT,2025-09-25T15:49:49Z,2020-05-12T14:29:24Z,2025-09-25T15:36:49Z,master
ialbert/bio,https://github.com/ialbert/bio,Making bioinformatics fun again,Python,74,15,0,False,,MIT,2025-10-15T14:14:27Z,2020-08-01T12:43:26Z,2025-10-15T14:14:31Z,master
4dn-dcic/hic2cool,https://github.com/4dn-dcic/hic2cool,Lightweight converter between hic and cool contact matrices.,Python,74,10,21,False,bioinformatics;contact-matrices;converter;cooler;hi-c;juicer,MIT,2024-07-15T18:55:01Z,2017-01-26T22:45:35Z,2025-08-14T19:03:13Z,master
kensho-technologies/sequence_align,https://github.com/kensho-technologies/sequence_align,Efficient implementations of Needleman-Wunsch and other sequence alignment algorithms written in Rust with Python bindings via PyO3.,Python,74,3,3,False,bioinformatics;hirschberg;natural-language-processing;needleman-wunsch;nlp;pyo3;python;rust;sequence-alignment,Apache-2.0,2025-03-05T16:18:21Z,2023-04-05T13:06:02Z,2025-09-03T12:50:00Z,main
YichaoOU/HemTools,https://github.com/YichaoOU/HemTools,HemTools: a collection of NGS pipelines and bioinformatic analyses,Python,73,21,6,False,bash;bioinformatics-pipeline;data-visualization;hpc-applications;ngs;ngs-analysis;python;r,,2025-10-17T20:07:01Z,2019-04-02T14:48:47Z,2025-10-17T20:07:18Z,master
biopragmatics/pyobo,https://github.com/biopragmatics/pyobo,"📛 A Python package for using ontologies, terminologies, and biomedical nomenclatures",Python,73,16,46,False,bioinformatics;biopragmatics;bioregistry;obo;obofoundry;ontologies,MIT,2025-10-21T10:02:59Z,2019-08-20T20:24:49Z,2025-10-21T10:03:03Z,main
gcorso/NeuroSEED,https://github.com/gcorso/NeuroSEED,Implementation of Neural Distance Embeddings for Biological Sequences (NeuroSEED) in PyTorch (NeurIPS 2021) ,Python,73,18,4,False,bioinformatics;biological-sequences;hierarchical-clustering;machine-learning;multiple-sequence-alignment;neurips-2021;pytorch,MIT,2023-10-14T01:15:09Z,2021-04-27T14:11:39Z,2025-09-14T16:13:32Z,master
zellerlab/GECCO,https://github.com/zellerlab/GECCO,GEne Cluster prediction with COnditional random fields.,Python,73,8,8,False,bioinformatics;biosynthetic-gene-clusters;genomics;metagenomics;natural-products;python;secondary-metabolites,GPL-3.0,2025-10-17T13:38:15Z,2021-01-11T15:29:00Z,2025-10-17T13:38:19Z,master
moshi4/COGclassifier,https://github.com/moshi4/COGclassifier,A tool for classifying prokaryote protein sequences into COG(Cluster of Orthologous Genes) functional category,Python,73,6,0,False,bioinformatics;cog;comparative-genomics;functional-analysis;functional-annotation;genome-analysis;genomics;microbial-genomics;protein;python;visualization,MIT,2025-05-03T06:14:36Z,2022-03-18T07:48:59Z,2025-10-19T06:15:14Z,main
sanger-pathogens/Fastaq,https://github.com/sanger-pathogens/Fastaq,Python3 scripts to manipulate FASTA and FASTQ files,Python,72,21,10,False,bioinformatics;genomics;global-health;infectious-diseases;next-generation-sequencing;pathogen;research;sequencing,NOASSERTION,2025-03-24T10:41:40Z,2013-09-06T11:54:45Z,2025-10-21T15:09:59Z,master
cmkobel/CompareM2,https://github.com/cmkobel/CompareM2,🦠🧬🧑‍💻📇 Microbial genomes-to-report pipeline,Python,72,3,23,False,apptainer;archaea;bacteria;bioconda;bioinformatics;clinical-research;conda;genomes-to-report;hpc;metagenomics;microbial-genomics;pbs;prokaryotes;slurm;snakemake,GPL-3.0,2025-09-28T21:03:45Z,2019-12-10T19:46:41Z,2025-10-17T01:24:54Z,master
4dn-dcic/tibanna,https://github.com/4dn-dcic/tibanna," Tibanna helps you run your genomic pipelines on Amazon cloud (AWS). It is used by the 4DN DCIC (4D Nucleome Data Coordination and Integration Center) to process data. Tibanna supports CWL/WDL (w/ docker), Snakemake (w/ conda) and custom Docker/shell command.",Python,71,28,26,False,aws;aws-lambda;aws-step-function;bioinformatics;conda;cwl;cwl-workflow;docker;ot2od032119;pipelines;snakemake;snakemake-workflow;u01ca200059;wdl;wdl-workflow,MIT,2025-10-16T21:35:46Z,2016-07-14T15:42:51Z,2025-10-16T21:35:47Z,master
biocommons/uta,https://github.com/biocommons/uta,"Universal Transcript Archive: comprehensive genome-transcript alignments; multiple transcript sources, versions, and alignment methods; available as a docker image",Python,70,24,22,False,bioinformatics;sequence-alignment;sequences,Apache-2.0,2025-10-13T15:52:58Z,2016-09-09T22:06:30Z,2025-10-13T15:53:01Z,main
epigen/enrichment_analysis,https://github.com/epigen/enrichment_analysis,"A Snakemake workflow and MrBiomics module for performing genomic region set and gene set enrichment analyses using LOLA, GREAT, GSEApy, pycisTarget and RcisTarget.",Python,70,3,9,False,atac-seq;bioinformatics;biomedical-data-science;chip-seq;enrichment-analysis;gene-set-enrichment;gene-sets;genomic-regions;motif-enrichment-analysis;pipeline;rna-seq;snakemake;visualization;workflow,MIT,2025-09-24T15:48:10Z,2021-06-16T14:38:00Z,2025-10-08T07:44:28Z,main
HKU-BAL/ClairS-TO,https://github.com/HKU-BAL/ClairS-TO,ClairS-TO - a deep-learning method for tumor-only somatic variant calling,Python,70,4,4,False,bioinformatics;deep-learning;genomics;illumina;long-read-sequencing;long-reads;nanopore;ont;pacbio;snvs;somatic-mutations;somatic-variants;tumor-only;tumors;variant-calling;variants,BSD-3-Clause,2025-10-13T00:05:26Z,2023-11-07T04:39:16Z,2025-10-16T10:58:50Z,main
ggonnella/gfapy,https://github.com/ggonnella/gfapy,Gfapy: a flexible and extensible software library for handling sequence graphs in Python,Python,69,7,12,False,assembly;bioinformatics;gfa;graphs;sequence-analysis,NOASSERTION,2024-10-27T11:58:13Z,2017-03-17T14:06:45Z,2025-09-11T07:54:59Z,master
ibe-uw/tiara,https://github.com/ibe-uw/tiara,tiara – a tool for DNA sequence classification,Python,69,10,8,False,bioinformatics;classification;eukaryotes;machine-learning;metagenomics;organelle,MIT,2024-03-02T19:38:21Z,2020-11-29T09:45:37Z,2025-10-14T14:23:01Z,main
ksahlin/isONclust,https://github.com/ksahlin/isONclust,De novo clustering of long transcript reads into genes,Python,68,8,7,False,bioinformatics;clustering;oxford-nanopore;pacbio-iso-seq;transcriptome,GPL-3.0,2025-04-27T08:59:54Z,2018-10-26T00:56:33Z,2025-10-06T07:26:13Z,master
Genotek/ClassifyCNV,https://github.com/Genotek/ClassifyCNV,ClassifyCNV: a tool for clinical annotation of copy-number variants,Python,68,15,4,False,annotations;bioinformatics;clinical-genomics;cnv;copy-number-variation;deletion;duplication;pathogenicity,NOASSERTION,2023-06-26T23:27:32Z,2020-07-15T14:09:17Z,2025-10-21T06:34:24Z,master
marcelm/dnaio,https://github.com/marcelm/dnaio,Efficiently read and write sequencing data from Python,Python,67,9,8,False,bioinformatics;python,MIT,2025-10-12T16:18:21Z,2018-06-25T13:17:58Z,2025-10-12T16:17:04Z,main
earmingol/cell2cell,https://github.com/earmingol/cell2cell,User-friendly tool to infer cell-cell interactions and communication from gene expression of interacting proteins,Python,67,18,13,False,bioinformatics;bulk-rna-seq;cell-cell-communication;cell-cell-interaction;computational-biology;machine-learning;rna-seq;rnaseq;sc-rna-seq;single-cell;single-cell-rna-seq,BSD-3-Clause,2025-10-29T01:44:14Z,2019-04-22T04:37:54Z,2025-10-26T05:45:16Z,master
yikunpku/RNA-MSM,https://github.com/yikunpku/RNA-MSM,Nucleic Acids Research 2024：RNA-MSM model is an unsupervised RNA language model based on multiple sequences that outputs both embedding and attention map to match different types of downstream tasks. ,Python,66,7,4,False,bioinformatics;language-model;rna;rna-structure-prediction,MIT,2024-07-22T13:55:17Z,2023-01-05T06:13:35Z,2025-10-07T11:13:31Z,master
ShujiaHuang/geneview,https://github.com/ShujiaHuang/geneview,Genomics data visualization in Python by using matplotlib.,Python,66,9,2,False,bioinformatics;bioinformatics-tool;data-visualization;genomics-data-visualization;matplotlib;plotting;python;visualization,GPL-3.0,2023-12-27T01:36:44Z,2016-01-24T11:28:08Z,2025-08-17T23:00:31Z,master
BioDepot/BioDepot-workflow-builder,https://github.com/BioDepot/BioDepot-workflow-builder,:computer:  GUI for creating bioinformatics workflows from :whale: Docker containers:,Python,65,22,5,False,,NOASSERTION,2025-06-02T21:23:25Z,2016-12-16T17:46:10Z,2025-06-16T12:51:20Z,master
vembrane/vembrane,https://github.com/vembrane/vembrane,vembrane filters VCF records using python expressions,Python,65,5,13,False,bioinformatics;filter;filter-expression;vcf;vcf-filtering,MIT,2025-09-27T07:50:36Z,2020-07-01T13:22:22Z,2025-10-14T12:32:19Z,main
raghavagps/Pfeature,https://github.com/raghavagps/Pfeature,A software package for computing features of peptides and proteins,Python,64,22,3,False,amino-acid-composition;bioinformatics;function-annotation;machine-learning-algorithms;protein-annotation;pssm-profile,NOASSERTION,2024-06-07T15:06:51Z,2019-01-16T12:45:31Z,2025-09-15T10:27:27Z,master
murphycj/AGFusion,https://github.com/murphycj/AGFusion,Python package to annotate and visualize gene fusions.,Python,64,26,13,False,bioinformatics;cancer;cancer-genomics;chimera;fusion;gene-fusion;protein;python;rna-seq;structural-variation,MIT,2024-09-30T04:56:10Z,2016-10-03T20:12:30Z,2025-07-21T09:51:41Z,master
Kalan-Lab/zol,https://github.com/Kalan-Lab/zol,"zol (& fai): large-scale targeted detection and evolutionary investigation of gene clusters (i.e. BGCs, phages, etc.)",Python,64,4,3,False,bgc;bioinformatics;biosynthetic-gene-clusters;comparative-genomics;detection;evolution;gene-clusters;genomics;metagenomics;mobile-genetic-elements;phage;visualization,BSD-3-Clause,2025-10-26T23:25:02Z,2022-12-27T02:53:23Z,2025-10-28T02:37:43Z,main
ncsa/NEAT,https://github.com/ncsa/NEAT,NEAT (NExt-generation Analysis Toolkit) simulates next-gen sequencing reads and can learn simulation parameters from real data.,Python,63,21,13,False,bioinformatics;bioinformatics-tool,NOASSERTION,2025-10-24T20:19:48Z,2021-03-19T21:40:14Z,2025-10-16T19:55:10Z,main
biocommons/eutils,https://github.com/biocommons/eutils,"simplified searching, fetching, and parsing records from NCBI using their E-utilities interface",Python,63,29,6,False,bioinformatics;genomics;ncbi,Apache-2.0,2025-09-04T02:18:22Z,2016-05-26T06:08:27Z,2025-08-02T23:59:14Z,main
ncbi/elastic-blast,https://github.com/ncbi/elastic-blast,ElasticBLAST is a cloud-based tool to perform your BLAST searches faster and make you more effective,Python,63,20,3,False,bioinformatics;blast;ncbi,NOASSERTION,2025-05-21T18:21:42Z,2021-03-31T18:01:31Z,2025-10-03T15:08:56Z,master
ksahlin/ultra,https://github.com/ksahlin/ultra,Long-read splice alignment with high accuracy,Python,63,12,6,False,alignment;bioinformatics;long-read-sequencing;strobemers,,2024-09-26T14:08:47Z,2019-08-20T12:45:55Z,2025-09-05T03:19:51Z,master
PengNi/deepsignal-plant,https://github.com/PengNi/deepsignal-plant,Detecting methylation using signal-level features from Nanopore sequencing reads of plants,Python,63,11,19,False,bioinformatics;methylation;nanopore-sequencing;plant;pytorch,GPL-3.0,2024-07-01T09:58:19Z,2019-11-19T07:04:12Z,2025-10-27T01:05:26Z,master
songweizhi/MetaCHIP,https://github.com/songweizhi/MetaCHIP,Horizontal gene transfer (HGT) identification pipeline,Python,63,16,10,False,bioinformatics;hgt;horizontal-gene-transfer;lateral-gene-transfer;lgt;metagenomics,AGPL-3.0,2023-05-17T23:53:52Z,2016-09-27T10:52:44Z,2025-10-02T03:57:42Z,master
bcgsc/tigmint,https://github.com/bcgsc/tigmint,⛓ Correct misassemblies using linked AND long reads,Python,63,13,1,False,10xgenomics;bioinformatics;bioinformatics-tool;genome-assembly;genome-scaffolding;linked-reads;misassembly-correction,GPL-3.0,2023-09-29T21:45:07Z,2017-07-22T10:15:06Z,2025-10-16T15:30:01Z,master
widdowquinn/find_differential_primers,https://github.com/widdowquinn/find_differential_primers,"Code for design of diagnostic PCR primers, and metabarcoding markers.",Python,62,24,21,False,bioinformatics;bioinformatics-scripts;diagnostic-primers;diagnostics;primer-design;qpcr,MIT,2023-11-07T12:51:09Z,2012-01-30T14:14:48Z,2025-06-11T22:57:31Z,diagnostic_primers
XiaoTaoWang/HiC_pipeline,https://github.com/XiaoTaoWang/HiC_pipeline,An easy-to-use Hi-C data processing software supporting distributed computation.,Python,62,22,7,False,4d-nucleome-network;arima;bioinformatics;chromosome-conformation-capture;cooler;hi-c;pairs;pipeline;python,GPL-3.0,2024-08-06T02:43:57Z,2014-12-16T12:59:49Z,2025-09-26T07:55:17Z,master
bioexcel/biobb,https://github.com/bioexcel/biobb,Biobb (BioExcel building blocks) packages are Python building blocks that create new layer of compatibility and interoperability over popular bioinformatics tools.,Python,61,9,1,False,,Apache-2.0,2025-09-18T13:41:45Z,2019-02-24T11:06:31Z,2025-09-23T06:10:59Z,master
lemuria-wchen/imcs21,https://github.com/lemuria-wchen/imcs21,"Code and dataset for our Bioinformatics 2022 paper: ""A Benchmark for  Automatic Medical Consultation System: Frameworks, Tasks and Datasets""",Python,60,12,3,False,automatic-diagnosis;dialogue-summarization;medical-dialogue;named-entity-recognition;relation-extraction,,2022-12-24T07:18:23Z,2022-04-19T16:57:01Z,2025-09-19T13:09:18Z,main
ga4gh/vrs-python,https://github.com/ga4gh/vrs-python,GA4GH Variation Representation Python Implementation,Python,60,37,70,False,bioinformatics;ga4gh;genomics,Apache-2.0,2025-10-15T12:30:04Z,2017-12-28T19:55:25Z,2025-10-15T12:30:07Z,main
Future-House/BixBench,https://github.com/Future-House/BixBench,Benchmark for LLM-based Agents in Computational Biology,Python,60,9,1,False,artificial-intelligence;bioinformatics;language-agents,Apache-2.0,2025-10-06T21:54:03Z,2025-02-19T20:30:53Z,2025-10-28T06:17:37Z,main
bytedance/PXMeter,https://github.com/bytedance/PXMeter,Structural Quality Assessment for Biomolecular Structure Prediction Models,Python,60,3,1,False,bioinformatics;evaluation,Apache-2.0,2025-10-27T02:56:31Z,2025-06-19T06:39:06Z,2025-10-27T02:56:34Z,main
PedroMTQ/mantis,https://github.com/PedroMTQ/mantis,A package to annotate protein sequences,Python,60,7,10,False,bioinformatics;hmmer;mantis;protein-annotation;protein-function-prediction,MIT,2025-02-23T18:06:56Z,2020-06-02T08:50:43Z,2025-10-07T12:50:04Z,master
akensert/molgraph,https://github.com/akensert/molgraph,Graph neural networks for molecular machine learning. Implemented and compatible with TensorFlow and Keras.,Python,60,5,0,False,bioinformatics;cheminformatics;computational-biology;computational-chemistry;deep-learning;graph-neural-networks;graphs;keras;machine-learning;tensorflow,MIT,2025-08-31T03:06:35Z,2022-08-12T14:10:06Z,2025-09-28T05:13:14Z,main
lynnlangit/TeamTeri,https://github.com/lynnlangit/TeamTeri,"Bioinformatics on GCP, AWS or Azure",Python,59,17,0,False,aws;azure;bioinformatics;cancer-genomics;gatk;gcp;genome-analysis;genome-sequencing;genomics-analysis;variant-calls;variants,,2025-09-12T17:47:25Z,2016-10-04T17:47:05Z,2025-09-12T17:47:28Z,master
mousepixels/sanbomics,https://github.com/mousepixels/sanbomics,bioinformatics plotting and tools,Python,59,6,3,False,,MIT,2024-06-03T18:36:24Z,2022-10-02T01:26:31Z,2025-08-11T09:08:06Z,master
BigDataBiology/argNorm,https://github.com/BigDataBiology/argNorm,ARG normalization by mapping to the ARO ontology.,Python,59,7,4,False,antibiotic-resistance;bioinformatics,MIT,2025-07-30T00:40:16Z,2022-05-25T13:29:37Z,2025-10-02T22:35:47Z,main
hillerlab/make_lastz_chains,https://github.com/hillerlab/make_lastz_chains,Portable solution to generate genome alignment chains using lastz,Python,59,12,13,False,bioinformatics;bioinformatics-pipeline;genomics,MIT,2025-09-23T13:01:41Z,2022-01-19T17:22:05Z,2025-09-23T14:04:28Z,main
dib-lab/charcoal,https://github.com/dib-lab/charcoal,Remove contaminated contigs from genomes using k-mers and taxonomies.,Python,59,2,125,False,bioinformatics;k-mer;metagenomics;sourmash,NOASSERTION,2023-11-03T16:27:31Z,2020-03-09T01:51:58Z,2025-09-20T08:10:15Z,latest
