repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
qubekit/QUBEKit,102,34,8,33,Python,MIT,False,False,2019-04-10T09:17:09Z,2025-10-27T21:08:27Z,2024-07-05T11:27:03Z,7101,True,True,main,bioinformatics;computational-chemistry;quantum-chemistry,https://blogs.ncl.ac.uk/danielcole/qube-force-field/,Quantum Mechanical Bespoke Force Field Derivation Toolkit,https://github.com/qubekit/QUBEKit
Russel88/CRISPRCasTyper,102,21,2,16,Python,MIT,False,False,2020-04-19T14:59:22Z,2025-10-10T02:15:07Z,2024-02-15T10:41:34Z,261687,True,False,master,bioinformatics;cas;crispr;crispr-analysis;crispr-cas;crispr-cas9,https://typer.crispr.dk,CCTyper: Automatic detection and subtyping of CRISPR-Cas operons,https://github.com/Russel88/CRISPRCasTyper
pirovc/ganon,102,13,4,3,Python,MIT,False,False,2018-08-30T14:15:57Z,2025-08-18T04:45:08Z,2025-04-10T16:11:48Z,25401,True,True,master,bioinformatics;bloom-filter;genbank;gtdb;k-mer;metagenomics;microbiome;minimizers;ncbi;refseq;taxonomy,https://pirovc.github.io/ganon/,"ganon2 classifies genomic sequences against large sets of references efficiently, with integrated download and update of databases (refseq/genbank), taxonomic profiling (ncbi/gtdb), binning and hierarchical classification, customized reporting and more",https://github.com/pirovc/ganon
NAL-i5K/GFF3toolkit,101,27,12,18,Python,NOASSERTION,False,False,2015-11-09T21:29:30Z,2025-10-03T17:29:05Z,2024-03-27T20:40:36Z,33417,True,False,master,bioinformatics;gff;gff3;gff3-format,,Python programs for processing GFF3 files,https://github.com/NAL-i5K/GFF3toolkit
rhysnewell/aviary,101,14,4,23,Python,GPL-3.0,False,False,2020-06-11T04:10:12Z,2025-09-24T06:07:47Z,2025-10-20T01:20:57Z,42048,True,True,main,assembly;binning;bioinformatics;metagenomics;workflow,,A hybrid assembly and MAG recovery pipeline (and more!),https://github.com/rhysnewell/aviary
GATB/bcalm,99,21,10,18,Python,MIT,False,False,2014-12-25T16:11:49Z,2025-09-09T09:01:37Z,2024-10-04T12:30:53Z,589,True,False,master,bioinformatics;debruijn;graph;unitigs,,compacted de Bruijn graph construction in low memory,https://github.com/GATB/bcalm
Bindwell/APPT,99,9,2,1,Python,NOASSERTION,False,False,2025-01-14T20:46:41Z,2025-10-29T19:28:29Z,2025-02-18T04:49:44Z,2310,True,False,main,binding-affinity;bioinformatics;machine-learning;protein-protein-interaction;protein-sequences,,Affinity Protein-Protein Transformers—State of the art protein-protein binding affinity in seconds!,https://github.com/Bindwell/APPT
ISYSLAB-HUST/ProtFlash,99,3,1,2,Python,MIT,False,False,2022-09-22T12:08:32Z,2025-10-16T03:55:25Z,2024-03-02T03:45:43Z,22,True,False,main,bioinformatics;pretrained-models;protein-embeddings;protein-language-model;protein-representation-learning;protein-sequence,,ProtFlash: A lightweight protein language model,https://github.com/ISYSLAB-HUST/ProtFlash
biodatageeks/polars-bio,98,25,2,47,Python,Apache-2.0,False,False,2024-11-26T16:58:18Z,2025-10-27T16:56:22Z,2025-10-26T01:28:55Z,34823,False,True,master,arrow;bioinformatics;dataframes;datafusion;genomic-intervals;genomic-ranges;genomics;pandas;polars;rust-lang,http://biodatageeks.org/polars-bio/,Blazing-Fast Bioinformatic Operations on Python DataFrames,https://github.com/biodatageeks/polars-bio
ygidtu/trackplot,97,11,3,3,Python,BSD-3-Clause,False,False,2022-04-27T08:03:16Z,2025-09-15T07:12:06Z,2025-09-15T07:12:03Z,184550,True,False,main,bioinformatics;genomics;python,https://trackplot.readthedocs.io/,"trackplot is a tool for visualizing various next-generation sequencing (NGS) data, including DNA-seq, RNA-seq, single-cell RNA-seq and full-length sequencing datasets.",https://github.com/ygidtu/trackplot
obi-ontology/obi,97,31,22,261,Python,CC-BY-4.0,False,False,2017-02-27T19:50:28Z,2025-10-29T16:40:15Z,2025-10-29T17:53:10Z,56346,True,False,master,bioinformatics;obo;obofoundry;ontology;owl;semantic-web,http://obi-ontology.org,The Ontology for Biomedical Investigations,https://github.com/obi-ontology/obi
oschwengers/referenceseeker,97,6,4,4,Python,GPL-3.0,False,False,2018-11-01T13:11:49Z,2025-09-09T09:16:00Z,2025-01-22T11:20:55Z,20647,False,False,main,ani;bioinformatics;mash;microbiology;reference-genomes;refseq;wgs,https://doi.org/10.21105/joss.01994,Rapid determination of appropriate reference genomes.,https://github.com/oschwengers/referenceseeker
mitoNGS/MToolBox,96,36,9,49,Python,GPL-3.0,False,False,2015-08-02T18:54:35Z,2025-09-24T18:49:51Z,2024-03-05T15:29:43Z,27382,True,False,master,bioinformatics-pipeline;mitochondrial-variants;mt-variant;mtdna;mtoolbox,http://sourceforge.net/projects/mtoolbox/?source=navbar,A bioinformatics pipeline to analyze mtDNA from NGS data,https://github.com/mitoNGS/MToolBox
biothings/myvariant.info,96,32,28,56,Python,NOASSERTION,False,False,2014-04-26T20:30:49Z,2025-10-09T08:58:14Z,2025-09-10T21:40:32Z,13531,True,False,master,annotations;api;bioinformatics;biothings;ncats-translator;variant-annotations;variants;webservice,http://myvariant.info,MyVariant.info: A BioThings API for human variant annotations,https://github.com/biothings/myvariant.info
jolespin/veba,96,10,4,22,Python,AGPL-3.0,False,False,2022-04-20T08:10:10Z,2025-10-26T18:03:01Z,2025-10-12T05:09:21Z,57724,True,False,main,bioinformatics;genomics;metagenomics;metatranscriptomics;microbial;microbiome,,"A modular end-to-end suite for in silico recovery, clustering, and analysis of prokaryotic, microeukaryotic, and viral genomes from metagenomes",https://github.com/jolespin/veba
HKU-BAL/ClairS,94,9,6,6,Python,BSD-3-Clause,False,False,2021-07-29T06:48:15Z,2025-10-28T06:44:36Z,2025-07-09T04:08:22Z,13308,True,False,main,bioinformatics;deep-learning;genomics;haplotypes;illumina;indels;long-read-sequencing;long-reads;nanopore;ont;pacbio;phasing;short-reads;snvs;somatic-mutations;somatic-variants,,ClairS - a deep-learning method for long-read somatic small variant calling,https://github.com/HKU-BAL/ClairS
dib-lab/dammit,93,28,11,79,Python,NOASSERTION,False,False,2015-09-18T09:22:12Z,2025-10-08T13:00:41Z,2023-08-22T18:53:56Z,12737,True,True,master,annotation;bioinformatics;transcriptomics,http://dib-lab.github.io/dammit/,"just annotate it, dammit!",https://github.com/dib-lab/dammit
gao-lab/Cell_BLAST,93,13,6,8,Python,MIT,False,False,2019-03-23T15:44:45Z,2025-07-09T06:14:16Z,2024-07-23T06:57:29Z,34053,False,False,master,bioinformatics;deep-learning;single-cell;single-cell-rna-seq,http://cblast.gao-lab.org,A BLAST-like toolkit for large-scale scRNA-seq data querying and annotation.,https://github.com/gao-lab/Cell_BLAST
KatherLab/STAMP,93,43,3,17,Python,MIT,False,False,2023-09-22T15:27:11Z,2025-10-28T14:05:28Z,2025-10-29T09:35:33Z,3285,True,False,main,agents;bioimage-analysis;bioinformatics;deep-learning;digital-pathology;heatmaps-visualization-tool;histopathology;mcp;mcp-server;pathology;pathology-informatics;research;tcga-data;weakly-supervised-learning;whole-slide-imaging,,Solid Tumor Associative Modeling in Pathology,https://github.com/KatherLab/STAMP
flexidot-bio/flexidot,92,15,6,9,Python,LGPL-2.1,False,False,2018-02-26T19:04:08Z,2025-07-27T01:06:51Z,2025-06-06T07:52:55Z,22166,True,False,master,bioinformatics;biology;dotplot;longest-common-subsequence;pairwise-comparisons;repetitive-dna;sequence-analysis;visualization,,"Highly customizable, ambiguity-aware dotplots for visual sequence analyses",https://github.com/flexidot-bio/flexidot
epigen/atacseq_pipeline,91,2,2,3,Python,MIT,False,False,2021-03-22T12:53:47Z,2025-10-08T07:44:33Z,2025-09-03T17:33:46Z,48624,False,True,main,atac-seq;bash;bioinformatics;biomedical-data-science;ngs;pipeline;python;snakemake;workflow,https://epigen.github.io/atacseq_pipeline/,"Ultimate ATAC-seq Data Processing, Quantification and Annotation Snakemake Workflow and MrBiomics Module.",https://github.com/epigen/atacseq_pipeline
AstrobioMike/bit,89,13,5,7,Python,GPL-3.0,False,False,2016-05-22T01:10:06Z,2025-10-16T14:21:06Z,2025-10-02T18:49:56Z,17467,True,False,master,,,Bioinformatics Tools,https://github.com/AstrobioMike/bit
yeeus/GCI,89,4,3,0,Python,MIT,False,False,2023-10-24T15:30:25Z,2025-10-28T03:53:09Z,2025-10-09T05:29:44Z,7354,False,False,main,bioinformatics;genome-assembly,,A program for assessing the T2T genome continuity,https://github.com/yeeus/GCI
broadinstitute/catch,89,15,12,6,Python,MIT,False,False,2015-01-05T16:36:28Z,2025-08-25T05:40:31Z,2024-01-25T22:17:49Z,5961,False,False,master,bioinformatics;covid-19;dna;genome;genomics;metagenomics;ngs;science;sequencing;viral,,A package for designing compact and comprehensive capture probe sets.,https://github.com/broadinstitute/catch
gao-lab/SLAT,88,10,1,0,Python,MIT,False,False,2022-10-25T08:19:45Z,2025-08-19T09:17:07Z,2024-12-20T15:31:13Z,350730,True,False,main,bioinformatics;deep-learning;graph-neural-networks;single-cell;single-cell-analysis;spatial-data;spatial-transcriptomics,https://slat.readthedocs.io/en/latest/,Spatial-Linked Alignment Tool,https://github.com/gao-lab/SLAT
yueyu1030/SumGNN,87,22,0,13,Python,,False,False,2020-07-15T21:07:34Z,2025-08-14T03:22:32Z,2024-07-25T11:05:20Z,23247,True,False,master,bioinformatics;biomedical-knowledge-graph;biosnap;drug-discovery;drug-drug-interaction;drugbank;gnn;graph-neural-networks;knowledge-graph;subgraph;twosides,https://academic.oup.com/bioinformatics/advance-article/doi/10.1093/bioinformatics/btab207/6189090,[Bioinformatics 2021] This is the repo for the paper `SumGNN: Multi-typed Drug Interaction Prediction via Efficient Knowledge Graph Summarization'.,https://github.com/yueyu1030/SumGNN
tleonardi/nanocompore,87,13,8,0,Python,GPL-3.0,False,False,2018-08-05T10:43:07Z,2025-09-25T19:41:14Z,2025-09-10T15:51:07Z,150113,False,True,master,bioinformatics;nanopore;rna-modifications,https://nanocompore.rna.rocks,RNA modifications detection from Nanopore dRNA-Seq data,https://github.com/tleonardi/nanocompore
BigDataBiology/macrel,87,13,4,0,Python,NOASSERTION,False,False,2019-07-01T02:35:37Z,2025-10-21T07:16:46Z,2025-06-19T06:21:07Z,68335,True,False,main,bioinformatics;biology;genomics;metagenomics;ngless;peptide,http://big-data-biology.org/software/macrel,Predict AMPs in (meta)genomes and peptides,https://github.com/BigDataBiology/macrel
openvax/neoantigen-vaccine-pipeline,86,27,5,53,Python,Apache-2.0,False,False,2017-11-01T16:46:35Z,2025-09-24T18:49:53Z,2025-09-15T19:28:23Z,415,True,False,master,,,Bioinformatics pipeline for selecting patient-specific cancer neoantigen vaccines,https://github.com/openvax/neoantigen-vaccine-pipeline
arzwa/wgd,86,43,4,21,Python,GPL-3.0,False,False,2018-01-17T14:03:31Z,2025-10-03T04:16:22Z,2023-10-11T14:19:19Z,75706,True,False,master,bioinformatics;duplication;evolution;genomics;polyploidy;wgd,http://wgd.readthedocs.io/en/latest/,Python package and CLI for whole-genome duplication related analyses. **This package is deprecated in favor of** https://github.com/heche-psb/wgd.,https://github.com/arzwa/wgd
vanheeringen-lab/ANANSE,86,15,3,28,Python,MIT,False,False,2019-05-22T13:37:38Z,2025-10-27T23:47:24Z,2024-03-06T15:35:47Z,188491,False,False,master,bioinformatics;cell-fate-determination;enhancer-database;grn;key-transcription-factors,http://anansepy.readthedocs.io,Prediction of key transcription factors in cell fate determination using enhancer networks. See full ANANSE documentation for detailed installation instructions and usage examples.,https://github.com/vanheeringen-lab/ANANSE
typedb-osi/typedb-bio,85,33,6,2,Python,,False,False,2020-04-17T16:27:51Z,2025-07-28T08:44:52Z,2025-06-02T23:29:55Z,43065,True,False,master,bioinformatics;biomedical;drug-discovery;knowledge-base;knowledge-discovery;knowledge-graph,,TypeDB Bio: Biomedical Knowledge Graph,https://github.com/typedb-osi/typedb-bio
moshi4/ANIclustermap,85,11,3,0,Python,MIT,False,False,2022-03-24T11:29:39Z,2025-09-04T01:41:38Z,2025-05-03T06:09:46Z,193401,False,False,main,bioinformatics;comparative-genomics;genomics;microbial-genomics;phylogenetics;phylogenomics;python;taxonomy;visualization,,A tool for drawing ANI clustermap between all-vs-all microbial genomes,https://github.com/moshi4/ANIclustermap
fls-bioinformatics-core/genomics,83,37,17,12,Python,NOASSERTION,False,False,2011-06-15T13:00:22Z,2025-06-17T12:38:53Z,2025-09-01T11:07:52Z,4757,True,False,devel,,,"Scripts, utilities and programs for genomic bioinformatics.",https://github.com/fls-bioinformatics-core/genomics
DessimozLab/FastOMA,83,17,5,7,Python,MPL-2.0,False,False,2022-07-18T13:42:51Z,2025-10-07T13:55:49Z,2025-10-24T08:16:12Z,2604,True,False,main,bioinformatics;comparative-genomics;evolution;orthology,,FastOMA is a scalable software package to infer orthology relationship.,https://github.com/DessimozLab/FastOMA
KevinMenden/scaden,82,29,2,19,Python,MIT,False,False,2019-04-24T12:57:32Z,2025-08-18T10:29:14Z,2024-11-05T19:32:37Z,1047,True,False,master,bioinformatics;cell-composition-analysis;deconvolution;deep-learning;machine-learning;rna-seq;single-cell-rna-seq,https://scaden.readthedocs.io,Deep Learning based cell composition analysis with Scaden.,https://github.com/KevinMenden/scaden
instadeepai/manyfold,82,9,13,3,Python,NOASSERTION,False,False,2022-08-31T14:14:51Z,2025-07-02T11:04:51Z,2022-12-14T13:48:49Z,1453,True,False,master,bioinformatics;deep-learning;jax;protein-folding;protein-structure;python;research,,🧬 ManyFold: An efficient and flexible library for training and validating protein folding models,https://github.com/instadeepai/manyfold
pymodproject/pymod,82,18,7,1,Python,LGPL-2.1,False,False,2016-04-04T09:53:14Z,2025-07-22T07:15:28Z,2025-02-28T16:04:19Z,2132,True,False,master,bioinformatics;homology-modeling;protein-sequences;protein-structures;pymol;pymol-plugin;sequence-alignments;similarity-searches;structural-alignments,http://schubert.bio.uniroma1.it/pymod/index.html,"PyMod 3 - sequence similarity searches, multiple sequence/structure alignments, and homology modeling within PyMOL.",https://github.com/pymodproject/pymod
jamiemcg/BUSCO_phylogenomics,81,13,4,6,Python,MIT,False,False,2019-11-14T00:12:57Z,2025-10-14T14:40:19Z,2024-10-07T12:57:36Z,355,True,False,master,bayesian;bioinformatics;evolution;genomics;maximum-likelihood;phylogenetics;phylogenomics,,BUSCO Phylogenomics | Utility script to construct species phylogenies using BUSCO proteins,https://github.com/jamiemcg/BUSCO_phylogenomics
Vini2/phables,81,5,2,7,Python,MIT,False,False,2022-07-21T02:02:28Z,2025-10-18T08:27:57Z,2025-10-13T23:58:49Z,7693,True,False,develop,assembly-graphs;bacteriophages;bioinformatics;genomics;metagenomics,https://phables.readthedocs.io,🫧🧬 From fragmented assemblies to high-quality bacteriophage genomes,https://github.com/Vini2/phables
BU-ISCIII/iskylims,80,39,7,22,Python,GPL-3.0,False,False,2018-05-10T14:17:06Z,2025-10-15T14:49:15Z,2025-10-01T22:10:18Z,23603,True,False,main,bioinformatics-analysis;lims;ngs;ngs-analysis;ngs-data;workflow,https://github.com/BU-ISCIII/iSkyLIMS/wiki,"is an open-source LIMS (laboratory Information Management System) for Next Generation Sequencing sample management, statistics and reports, and bioinformatics analysis service management.",https://github.com/BU-ISCIII/iskylims
open2c/coolpuppy,80,12,4,11,Python,MIT,False,False,2018-09-03T10:39:30Z,2025-05-07T17:42:39Z,2024-10-31T10:56:33Z,114658,True,False,master,bioinformatics;contact-matrix;genomics;hi-c;pileup;python;sparse-matrix,,A versatile tool to perform pile-up analysis on Hi-C data in .cool format.,https://github.com/open2c/coolpuppy
GooglingTheCancerGenome/sv-callers,80,36,3,8,Python,Apache-2.0,False,False,2017-04-10T23:12:15Z,2025-10-16T05:48:42Z,2025-02-14T15:59:09Z,220582,True,False,master,bioinformatics;cancer-genomics;germline-variants;hpc-applications;snakemake;somatic-variants;structural-variants;sv-calling;wgs;workflow,https://research-software.nl/software/sv-callers,Snakemake-based workflow for detecting structural variants in genomic data,https://github.com/GooglingTheCancerGenome/sv-callers
JLSteenwyk/ClipKIT,80,5,6,1,Python,MIT,False,False,2020-04-11T14:41:10Z,2025-10-21T01:05:22Z,2025-10-17T18:42:24Z,27198,True,True,master,bioinformatics;evolution;evolutionary-biology;genomics;phylogenetics;phylogenomics;python;systematics,https://jlsteenwyk.com/ClipKIT/,a multiple sequence alignment-trimming algorithm for accurate phylogenomic inference,https://github.com/JLSteenwyk/ClipKIT
KennthShang/PhaBOX,79,6,3,26,Python,GPL-3.0,False,False,2022-09-27T03:26:52Z,2025-10-27T06:19:32Z,2025-10-19T06:35:43Z,22236,True,False,main,bacteriophage;bioinformatics;dna-virus;host-prediction;lifestyle;metagenomic-analysis;taxonomy;virus,https://phage.ee.cityu.edu.hk/,Local version of the virus identification and analysis web server (tool set),https://github.com/KennthShang/PhaBOX
bjtully/BioData,78,40,2,9,Python,MIT,False,False,2014-09-11T21:06:27Z,2025-10-20T11:30:21Z,2023-03-02T02:46:46Z,112008,True,False,master,,,"All of my various bioinformatic scripts fit for public consumption (loosely defining ""fit"")",https://github.com/bjtully/BioData
DyogenIBENS/Agora,77,16,6,11,Python,NOASSERTION,False,False,2017-11-29T13:11:02Z,2025-08-21T13:35:52Z,2025-08-16T08:10:02Z,81387,True,False,master,ancestral-chromosomal-karyotype;ancestral-genome-reconstruction;bioinformatics;evolution,,Algorithm For Gene Order Reconstruction in Ancestors,https://github.com/DyogenIBENS/Agora
AdaptInfer/Contextualized,76,13,2,38,Python,GPL-3.0,False,False,2021-08-03T20:29:06Z,2025-10-22T12:33:17Z,2025-09-20T02:16:52Z,105457,True,True,main,bioinformatics;machine-learning;medical-informatics;statistics,http://contextualized.ml/,"An SKLearn-style toolbox for estimating and analyzing models, distributions, and functions with context-specific parameters.",https://github.com/AdaptInfer/Contextualized
